value_date,narration,debit,credit,balance
19/08/2026,BY TRANSFER-NEFT*ErCwrX*RAZORPAY SOFTWARE,,87.09,"50,81,221.93"
19/08/2026,UPI/gioRHZ/PAYMENT/REF,,7.72,"50,81,229.65"
19/08/2026,  MPS/ieejBH/RAZORPAY SOFTWARE PVT LTD  ,,102.96,"50,81,332.61"
19/08/2026,RTGS/lgZsj2/RAZORPAY/COLLECTION,,167.16,"50,81,499.77"
19/08/2026,IMPS/LV0bDu/RZPY/CR,,96.84,"50,81,596.61"
19/08/2026,NEFT-RAZORPAY-LXak0E-SETTLEMENT,,29.40,"50,81,626.01"
19/08/2026,NEFT/RAZORPAY/nll7eY/SETTLEMENT,,125.49,"50,81,751.50"
19/08/2026,RTGS/NyAROx/RAZORPAY/COLLECTION,,108.44,"50,81,859.94"
19/08/2026,BY TRANSFER-NEFT*oJs7uZ*RAZORPAY SOFTWARE,,155.66,"50,82,015.60"
19/08/2026,TRF FROM RAZORPAY REF osROMO DT 19/08,,19.46,"50,82,035.06"
19/08/2026,IMPS/PAYZKIYE/RZPY/CR,,398.75,"50,82,433.81"
19/08/2026,UPI/PduOww/PAYMENT/REF,,82.67,"50,82,516.48"
19/08/2026,IMPS/qUhSBC/RZPY/CR,,416.95,"50,82,933.43"
19/08/2026,TRF FROM RAZORPAY REF r1X7tf DT 19/08,,170.78,"50,83,104.21"
19/08/2026,RTGS/rfnd_IH7vBm/RAZORPAY/COLLECTION,110.12,,"50,82,994.09"
19/08/2026,UPI/RGIDig/PAYMENT/REF,,29.79,"50,83,023.88"
19/08/2026,BY TRANSFER-NEFT*ruMLKC*RAZORPAY SOFTWARE,,38.07,"50,83,061.95"
19/08/2026,BY TRANSFER-NEFT*S2t1bz*RAZORPAY SOFTWARE,,271.45,"50,83,333.40"
19/08/2026,IMPS/Therev/RZPY/CR,,"1,059.71","50,84,393.11"
19/08/2026,BY TRANSFER-NEFT*TQbF4K*RAZORPAY SOFTWARE,,22.89,"50,84,416.00"
19/08/2026,IMPS/UhNObE/RZPY/CR,,28.19,"50,84,444.19"
19/08/2026,BY TRANSFER-NEFT*VKRlhS*RAZORPAY SOFTWARE,,8.06,"50,84,452.25"
19/08/2026,RTGS/xN5QdK/RAZORPAY/COLLECTION,,61.62,"50,84,513.87"
19/08/2026,NEFT-RAZORPAY-y1fDf6-SETTLEMENT,,11.42,"50,84,525.29"
19/08/2026,UPI/yvD0C8/PAYMENT/REF,,94.84,"50,84,620.13"
19/08/2026,TRF FROM RAZORPAY REF yvD0C8 DT 19/08,,94.84,"50,84,714.97"
20/08/2026,IMPS/6atA6U/RZPY/CR,,5.93,"50,84,720.90"
20/08/2026,  MPS/7hVc6s/RAZORPAY SOFTWARE PVT LTD  ,,46.50,"50,84,767.40"
20/08/2026,BY TRANSFER-NEFT*A9qhYN*RAZORPAY SOFTWARE,,12.79,"50,84,780.19"
20/08/2026,IMPS/DbLHk7/RZPY/CR,,123.55,"50,84,903.74"
20/08/2026,  MPS/iImSyC/RAZORPAY SOFTWARE PVT LTD  ,,87.57,"50,84,991.31"
20/08/2026,TRF FROM RAZORPAY REF irEJPU DT 20/08,,355.60,"50,85,346.91"
20/08/2026,BY TRANSFER-NEFT*j0iQPP*RAZORPAY SOFTWARE,,116.40,"50,85,463.31"
20/08/2026,NEFT/RAZORPAY/lF53J5/SETTLEMENT,,3.32,"50,85,466.63"
20/08/2026,BY TRANSFER-NEFT*lvj6NZ*RAZORPAY SOFTWARE,,130.75,"50,85,597.38"
20/08/2026,RTGS/M3zqqm/RAZORPAY/COLLECTION,,84.97,"50,85,682.35"
20/08/2026,IMPS/MtFwfr/RZPY/CR,,89.90,"50,85,772.25"
20/08/2026,RTGS/pKjcUs/RAZORPAY/COLLECTION,,38.50,"50,85,810.75"
20/08/2026,NEFT/RAZORPAY/rfnd_hvw5B8/SETTLEMENT,196.98,,"50,85,613.77"
20/08/2026,UPI/sWg0ur/PAYMENT/REF,,8.38,"50,85,622.15"
20/08/2026,TRF FROM RAZORPAY REF V1on4q DT 20/08,,4.78,"50,85,626.93"
20/08/2026,BY TRANSFER-NEFT*xmWnq3*RAZORPAY SOFTWARE,,57.41,"50,85,684.34"
20/08/2026,NEFT/RAZORPAY/Zi41MW/SETTLEMENT,,26.46,"50,85,710.80"
20/08/2026,IMPS/ZSuNea/RZPY/CR,,82.75,"50,85,793.55"
20/08/2026,NEFT/RAZORPAY/zTNAV1/SETTLEMENT,,23.57,"50,85,817.12"
21/08/2026,NEFT-RAZORPAY-0iqdI7-SETTLEMENT,,12.11,"50,85,829.23"
21/08/2026,BY TRANSFER-NEFT*1bvvAg*RAZORPAY SOFTWARE,,148.21,"50,85,977.44"
21/08/2026,  MPS/1dO8by/RAZORPAY SOFTWARE PVT LTD  ,,49.81,"50,86,027.25"
21/08/2026,UPI/eJxLtR/PAYMENT/REF,,95.93,"50,86,123.18"
21/08/2026,BY TRANSFER-NEFT*FH1D4M*RAZORPAY SOFTWARE,,202.88,"50,86,326.06"
21/08/2026,TRF FROM RAZORPAY REF fpdUcj DT 21/08,,15.89,"50,86,341.95"
21/08/2026,  MPS/frfN4u/RAZORPAY SOFTWARE PVT LTD  ,,151.94,"50,86,493.89"
21/08/2026,BY TRANSFER-NEFT*h7AaSF*RAZORPAY SOFTWARE,,56.73,"50,86,550.62"
21/08/2026,RTGS/jZDcsB/RAZORPAY/COLLECTION,,11.57,"50,86,562.19"
21/08/2026,TRF FROM RAZORPAY REF K5QgNH DT 21/08,,34.20,"50,86,596.39"
21/08/2026,TRF FROM RAZORPAY REF L1Jki5 DT 21/08,,126.71,"50,86,723.10"
21/08/2026,TRF FROM RAZORPAY REF lXMx2d DT 21/08,,15.51,"50,86,738.61"
21/08/2026,NEFT-RAZORPAY-MO4D47-SETTLEMENT,,33.86,"50,86,772.47"
21/08/2026,  MPS/n7hfQG/RAZORPAY SOFTWARE PVT LTD  ,,139.03,"50,86,911.50"
21/08/2026,UPI/Nkh8Id/PAYMENT/REF,,12.56,"50,86,924.06"
21/08/2026,RTGS/p6tVlz/RAZORPAY/COLLECTION,,51.65,"50,86,975.71"
21/08/2026,IMPS/PAYZYIOJ/RZPY/CR,,26.33,"50,87,002.04"
21/08/2026,NEFT/RAZORPAY/qiZsY9/SETTLEMENT,,48.74,"50,87,050.78"
21/08/2026,RTGS/SFK7dE/RAZORPAY/COLLECTION,,339.69,"50,87,390.47"
21/08/2026,RTGS/SjEMi8/RAZORPAY/COLLECTION,,6.15,"50,87,396.62"
21/08/2026,  MPS/SjFPFA/RAZORPAY SOFTWARE PVT LTD  ,,65.74,"50,87,462.36"
21/08/2026,IMPS/sPJlgC/RZPY/CR,,494.26,"50,87,956.62"
21/08/2026,UPI/xhl2KD/PAYMENT/REF,,70.02,"50,88,026.64"
21/08/2026,RTGS/XmSsH1/RAZORPAY/COLLECTION,,47.85,"50,88,074.49"
22/08/2026,RTGS/1EGgOm/RAZORPAY/COLLECTION,,47.70,"50,88,122.19"
22/08/2026,TRF FROM RAZORPAY REF 2TZE80 DT 22/08,,34.48,"50,88,156.67"
22/08/2026,RTGS/3cc35F/RAZORPAY/COLLECTION,,12.68,"50,88,169.35"
22/08/2026,IMPS/7Qvg06/RZPY/CR,,20.31,"50,88,189.66"
22/08/2026,IMPS/9WJW0j/RZPY/CR,,40.20,"50,88,229.86"
22/08/2026,NEFT/RAZORPAY/BZDBXu/SETTLEMENT,,95.35,"50,88,325.21"
22/08/2026,RTGS/cfg8lw/RAZORPAY/COLLECTION,,27.86,"50,88,353.07"
22/08/2026,NEFT/RAZORPAY/CY5adx/SETTLEMENT,,107.20,"50,88,460.27"
22/08/2026,  MPS/DVaRGJ/RAZORPAY SOFTWARE PVT LTD  ,,23.67,"50,88,483.94"
22/08/2026,UPI/fD8rtg/PAYMENT/REF,,30.48,"50,88,514.42"
22/08/2026,IMPS/FfLTMZ/RZPY/CR,,412.06,"50,88,926.48"
22/08/2026,NEFT-RAZORPAY-g2nxTU-SETTLEMENT,,40.28,"50,88,966.76"
22/08/2026,RTGS/GPAgV2/RAZORPAY/COLLECTION,,279.42,"50,89,246.18"
22/08/2026,TRF FROM RAZORPAY REF HSNErk DT 22/08,,95.14,"50,89,341.32"
22/08/2026,TRF FROM RAZORPAY REF KRbKAo DT 22/08,,217.32,"50,89,558.64"
22/08/2026,  MPS/kvBTIf/RAZORPAY SOFTWARE PVT LTD  ,,15.03,"50,89,573.67"
22/08/2026,UPI/PAYHIUJX/PAYMENT/REF,,40.39,"50,89,614.06"
22/08/2026,NEFT-RAZORPAY-PAYKG207-SETTLEMENT,,61.03,"50,89,675.09"
22/08/2026,UPI/PAYSUFD6/PAYMENT/REF,,179.49,"50,89,854.58"
22/08/2026,TRF FROM RAZORPAY REF rZLTjZ DT 22/08,,21.16,"50,89,875.74"
22/08/2026,NEFT-RAZORPAY-setl_umXW8m-SETTLEMENT,,"1,082.40","50,90,958.14"
22/08/2026,IMPS/Uhg9Gx/RZPY/CR,,73.30,"50,91,031.44"
23/08/2026,TRF FROM RAZORPAY REF A5coWA DT 23/08,,19.32,"50,91,050.76"
23/08/2026,UPI/Bx0utS/PAYMENT/REF,,18.77,"50,91,069.53"
23/08/2026,RTGS/CnNQ14/RAZORPAY/COLLECTION,,46.97,"50,91,116.50"
23/08/2026,UPI/cswSiS/PAYMENT/REF,,59.70,"50,91,176.20"
23/08/2026,NEFT-RAZORPAY-dI4bnc-SETTLEMENT,,23.77,"50,91,199.97"
23/08/2026,UPI/gvBkAu/PAYMENT/REF,,81.23,"50,91,281.20"
23/08/2026,NEFT/RAZORPAY/I3LESL/SETTLEMENT,,245.72,"50,91,526.92"
23/08/2026,TRF FROM RAZORPAY REF ICS8Dc DT 23/08,,33.28,"50,91,560.20"
23/08/2026,RTGS/KESRUX/RAZORPAY/COLLECTION,,43.36,"50,91,603.56"
23/08/2026,UPI/l2f7HR/PAYMENT/REF,,34.90,"50,91,638.46"
23/08/2026,NEFT/RAZORPAY/NnVMe2/SETTLEMENT,,27.03,"50,91,665.49"
23/08/2026,TRF FROM RAZORPAY REF NtaGGI DT 23/08,,47.80,"50,91,713.29"
23/08/2026,  MPS/ohkcw0/RAZORPAY SOFTWARE PVT LTD  ,,319.40,"50,92,032.69"
23/08/2026,  MPS/olgapx/RAZORPAY SOFTWARE PVT LTD  ,,157.47,"50,92,190.16"
23/08/2026,UPI/PAYHP9YK/PAYMENT/REF,,82.84,"50,92,273.00"
23/08/2026,RTGS/QnQCTm/RAZORPAY/COLLECTION,,90.34,"50,92,363.34"
23/08/2026,NEFT/RAZORPAY/X2YxvT/SETTLEMENT,,23.51,"50,92,386.85"
24/08/2026,NEFT-RAZORPAY-7Ld4R9-SETTLEMENT,,106.51,"50,92,493.36"
24/08/2026,BY TRANSFER-NEFT*MYRmMd*RAZORPAY SOFTWARE,,19.37,"50,92,512.73"
24/08/2026,IMPS/setl_YTOgZa/RZPY/CR,,"2,152.68","50,94,665.41"
24/08/2026,UPI/setl_ZO3g2B/PAYMENT/REF,,"5,218.98","50,99,884.39"
24/08/2026,UPI/ZzzUrU/PAYMENT/REF,,231.81,"51,00,116.20"
25/08/2026,BY TRANSFER-NEFT*rfnd_ppBT6e*RAZORPAY SOFTWARE,36.98,,"51,00,079.22"
26/08/2026,NEFT-RAZORPAY-n5Z8ak-SETTLEMENT,,169.28,"51,00,248.50"
26/08/2026,TRF FROM RAZORPAY REF rfnd_aN3fyi DT 26/08,4.58,,"51,00,243.92"
27/08/2026,IMPS/rfnd_V1on4q/RZPY/CR,2.90,,"51,00,241.02"
